"요일별","시간대별","월별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"화","02시-04시","9월","부상자수[명]","명","129","108","157","126","74","55","81","82","81","31","69",
"화","02시-04시","10월","사고건수[건]","건","106","76","69","64","63","73","71","46","38","15","28",
"화","02시-04시","10월","사망자수[명]","명","4","2","1","5","1","4","0","0","3","1","1",
"화","02시-04시","10월","부상자수[명]","명","172","98","106","82","100","114","105","73","57","18","40",
"화","02시-04시","11월","사고건수[건]","건","82","66","56","51","63","43","35","44","40","38","41",
"화","02시-04시","11월","사망자수[명]","명","2","6","1","4","2","1","0","0","1","1","2",
"화","02시-04시","11월","부상자수[명]","명","125","105","76","73","95","62","62","69","65","52","63",
"화","02시-04시","12월","사고건수[건]","건","80","106","104","79","53","51","68","72","21","22","41",
"화","02시-04시","12월","사망자수[명]","명","1","5","3","4","2","4","4","6","0","1","2",
"화","02시-04시","12월","부상자수[명]","명","143","180","162","128","83","80","96","111","31","29","55",
"화","04시-06시","전체","사고건수[건]","건","952","930","883","974","903","842","838","855","691","544","578",
"화","04시-06시","전체","사망자수[명]","명","55","57","50","63","37","56","47","36","25","28","31",
"화","04시-06시","전체","부상자수[명]","명","1407","1350","1289","1379","1262","1188","1144","1232","944","706","747",
"화","04시-06시","1월","사고건수[건]","건","89","97","71","85","67","73","71","79","66","37","34",
"화","04시-06시","1월","사망자수[명]","명","7","1","2","6","5","4","3","5","1","3","3",
"화","04시-06시","1월","부상자수[명]","명","131","148","112","119","105","105","106","111","100","47","45",
"화","04시-06시","2월","사고건수[건]","건","66","65","51","70","64","60","65","51","60","36","29",
"화","04시-06시","2월","사망자수[명]","명","0","3","5","4","3","3","8","2","2","1","2",
"화","04시-06시","2월","부상자수[명]","명","100","126","75","110","90","102","78","79","77","48","34",
"화","04시-06시","3월","사고건수[건]","건","72","58","60","81","96","55","52","80","74","54","47",
"화","04시-06시","3월","사망자수[명]","명","5","1","5","12","1","3","6","2","5","4","3",
"화","04시-06시","3월","부상자수[명]","명","98","79","81","118","145","74","79","112","122","67","60",
"화","04시-06시","4월","사고건수[건]","건","85","100","103","81","53","60","76","71","48","41","47",
"화","04시-06시","4월","사망자수[명]","명","0","8","3","4","2","0","3","4","2","3","4",
"화","04시-06시","4월","부상자수[명]","명","122","145","140","103","75","92","115","100","60","43","56",
"화","04시-06시","5월","사고건수[건]","건","81","63","52","83","97","84","75","53","48","49","52",
"화","04시-06시","5월","사망자수[명]","명","3","3","4","4","1","7","4","2","2","1","3",
"화","04시-06시","5월","부상자수[명]","명","134","84","76","127","132","125","127","75","62","68","77",
"화","04시-06시","6월","사고건수[건]","건","70","76","60","78","53","47","66","61","52","32","36",
"화","04시-06시","6월","사망자수[명]","명","4","7","6","3","1","4","3","5","2","2","0",
"화","04시-06시","6월","부상자수[명]","명","105","100","76","113","75","67","93","85","68","39","47",
"화","04시-06시","7월","사고건수[건]","건","67","99","82","68","82","60","82","64","68","52","56",
"화","04시-06시","7월","사망자수[명]","명","1","7","6","1","2","6","4","3","3","5","5",
"화","04시-06시","7월","부상자수[명]","명","105","140","132","91","126","78","100","97","92","72","67",
"화","04시-06시","8월","사고건수[건]","건","97","52","73","84","90","109","74","65","50","48","67",
"화","04시-06시","8월","사망자수[명]","명","10","6","4","9","8","3","1","1","2","1","4",
"화","04시-06시","8월","부상자수[명]","명","151","67","107","116","125","146","85","102","59","61","97",
"화","04시-06시","9월","사고건수[건]","건","84","59","92","110","78","87","47","78","67","52","44",
"화","04시-06시","9월","사망자수[명]","명","4","1","1","8","3","8","0","1","1","4","3",
"화","04시-06시","9월","부상자수[명]","명","109","89","139","153","106","117","74","100","90","60","57",
"화","04시-06시","10월","사고건수[건]","건","91","89","73","89","90","88","98","97","61","45","56",
"화","04시-06시","10월","사망자수[명]","명","10","6","4","5","5","11","6","2","2","1","2",
"화","04시-06시","10월","부상자수[명]","명","137","124","105","133","107","120","136","149","78","67","71",
"화","04시-06시","11월","사고건수[건]","건","80","77","76","68","77","72","61","72","55","59","66",
"화","04시-06시","11월","사망자수[명]","명","4","7","6","3","3","6","6","3","2","2","1",
"화","04시-06시","11월","부상자수[명]","명","111","101","109","95","97","98","68","104","83","87","87",
"화","04시-06시","12월","사고건수[건]","건","70","95","90","77","56","47","71","84","42","39","44",
"화","04시-06시","12월","사망자수[명]","명","7","7","4","4","3","1","3","6","1","1","1",
"화","04시-06시","12월","부상자수[명]","명","104","147","137","101","79","64","83","118","53","47","49",
"화","06시-08시","전체","사고건수[건]","건","2067","2085","2111","2087","2066","1983","1981","2163","1882","1789","1767",
"화","06시-08시","전체","사망자수[명]","명","63","66","64","58","52","54","46","51","38","36","48",
"화","06시-08시","전체","부상자수[명]","명","3120","3053","3245","3050","2962","2836","2777","3000","2575","2453","2401",
"화","06시-08시","1월","사고건수[건]","건","170","189","191","150","147","227","194","203","181","130","165",
"화","06시-08시","1월","사망자수[명]","명","7","6","5","7","2","9","8","7","6","2","2",
"화","06시-08시","1월","부상자수[명]","명","262","296","315","195","188","318","277","267","216","177","206",
"화","06시-08시","2월","사고건수[건]","건","188","114","104","155","140","157","166","102","165","113","99",
"화","06시-08시","2월","사망자수[명]","명","11","4","8","1","6","8","2","2","3","1","3",
"화","06시-08시","2월","부상자수[명]","명","299","167","141","198","204","221","237","129","223","146","143",
"화","06시-08시","3월","사고건수[건]","건","162","160","150","181","199","154","147","139","139","181","104",
"화","06시-08시","3월","사망자수[명]","명","3","8","3","4","6","1","2","1","2","1","3",
"화","06시-08시","3월","부상자수[명]","명","230","225","234","291","295","243","210","203","200","252","149",
"화","06시-08시","4월","사고건수[건]","건","177","192","229","155","169","141","140","192","113","144","132",
"화","06시-08시","4월","사망자수[명]","명","8","1","6","5","1","2","0","3","2","2","6",
"화","06시-08시","4월","부상자수[명]","명","278","286","378","276","244","190","198","277","171","208","183",
"화","06시-08시","5월","사고건수[건]","건","219","155","166","159","193","203","176","165","121","136","179",
"화","06시-08시","5월","사망자수[명]","명","3","4","7","1","4","3","4","4","1","2","4",
"화","06시-08시","5월","부상자수[명]","명","322","209","261","262","291","284","279","234","171","192","264",
"화","06시-08시","6월","사고건수[건]","건","159","162","174","197","177","127","173","187","225","178","141",
"화","06시-08시","6월","사망자수[명]","명","5","2","4","4","1","2","5","9","0","2","4",
"화","06시-08시","6월","부상자수[명]","명","236","259","272","284","275","184","250","247","328","241","176",
"화","06시-08시","7월","사고건수[건]","건","175","202","181","139","149","135","192","201","130","138","134",
"화","06시-08시","7월","사망자수[명]","명","7","6","3","3","5","3","5","6","2","3","4",
"화","06시-08시","7월","부상자수[명]","명","255","313","264","189","220","194","273","284","178","171","162",
"화","06시-08시","8월","사고건수[건]","건","115","144","149","152","172","150","137","133","137","128","142",
"화","06시-08시","8월","사망자수[명]","명","1","3","1","4","2","5","3","1","3","3","3",
"화","06시-08시","8월","부상자수[명]","명","186","210","211","201","249","212","170","197","177","165","199",
"화","06시-08시","9월","사고건수[건]","건","179","162","192","208","164","154","129","188","185","106","126",
"화","06시-08시","9월","사망자수[명]","명","3","6","6","14","3","1","1","3","3","2","5",
"화","06시-08시","9월","부상자수[명]","명","277","221","276","312","211","200","178","239","267","146","152",
"화","06시-08시","10월","사고건수[건]","건","197","214","178","172","185","198","173","242","141","127","152",
"화","06시-08시","10월","사망자수[명]","명","5","6","4","2","6","9","5","8","4","3","3",
"화","06시-08시","10월","부상자수[명]","명","290","326","276","230","250","325","236","356","178","161","212",
"화","06시-08시","11월","사고건수[건]","건","178","182","177","177","191","183","168","184","157","228","224",
"화","06시-08시","11월","사망자수[명]","명","6","9","10","6","9","6","3","4","9","9","5",
"화","06시-08시","11월","부상자수[명]","명","245","252","273","262","271","268","221","248","210","363","324",
"화","06시-08시","12월","사고건수[건]","건","148","209","220","242","180","154","186","227","188","180","169",
"화","06시-08시","12월","사망자수[명]","명","4","11","7","7","7","5","8","3","3","6","6",
"화","06시-08시","12월","부상자수[명]","명","240","289","344","350","264","197","248","319","256","231","231",
"화","08시-10시","전체","사고건수[건]","건","3150","3133","3436","3581","3647","3512","3676","4145","3361","3258","3516",
"화","08시-10시","전체","사망자수[명]","명","58","63","54","49","52","59","31","35","35","47","32",
"화","08시-10시","전체","부상자수[명]","명","4586","4608","4966","5217","5238","4968","5350","5891","4786","4566","4771",
"화","08시-10시","1월","사고건수[건]","건","198","209","242","234","206","284","329","247","258","205","240",
"화","08시-10시","1월","사망자수[명]","명","4","2","3","9","2","5","2","4","1","2","1",
"화","08시-10시","1월","부상자수[명]","명","328","311","334","366","284","401","455","355","350","314","318",
